question_id,desc_id,given_info,question,answer,meta,reasoning
267,neg_mediation-mediation-det-counterfactual-model194-spec0-q2,We know that smoking causes being lazy. smoking or being hard-working causes college admission.,Would the student gets admitted to college if smoking instead of nonsmoking?,yes,"{'story_id': 'neg_mediation', 'graph_id': 'mediation', 'given_info': {}, 'formal_form': 'Y_{X=1} = 1 | ', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 1, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 194}","{'step0': 'Let X = smoking; V2 = effort; Y = college admission.', 'step1': 'X->V2,X->Y,V2->Y', 'step2': 'Y_{X=1} = 1 | ', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = not X\nY = X or V2', 'step5': 'Y = 1 = 1 or 0', 'end': '1'}"
268,neg_mediation-mediation-det-counterfactual-model194-spec0-q3,We know that smoking causes being lazy. smoking or being hard-working causes college admission.,Would the student gets rejected from college if smoking instead of nonsmoking?,no,"{'story_id': 'neg_mediation', 'graph_id': 'mediation', 'given_info': {}, 'formal_form': 'Y_{X=1} = 0 | ', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 0, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 194}","{'step0': 'Let X = smoking; V2 = effort; Y = college admission.', 'step1': 'X->V2,X->Y,V2->Y', 'step2': 'Y_{X=1} = 0 | ', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = not X\nY = X or V2', 'step5': 'Y = 1 = 1 or 0', 'end': '0'}"
269,neg_mediation-mediation-det-counterfactual-model195-spec1-q0,We know that smoking causes being hard-working. smoking and being hard-working causes college admission.,Would the student gets admitted to college if nonsmoking instead of smoking?,no,"{'story_id': 'neg_mediation', 'graph_id': 'mediation', 'given_info': {}, 'formal_form': 'Y_{X=0} = 1 | ', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 1, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 195}","{'step0': 'Let X = smoking; V2 = effort; Y = college admission.', 'step1': 'X->V2,X->Y,V2->Y', 'step2': 'Y_{X=0} = 1 | ', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = X\nY = X and V2', 'step5': 'Y = 0 = 0 and 0', 'end': '0'}"
270,neg_mediation-mediation-det-counterfactual-model195-spec1-q1,We know that smoking causes being hard-working. smoking and being hard-working causes college admission.,Would the student gets rejected from college if nonsmoking instead of smoking?,yes,"{'story_id': 'neg_mediation', 'graph_id': 'mediation', 'given_info': {}, 'formal_form': 'Y_{X=0} = 0 | ', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 0, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 195}","{'step0': 'Let X = smoking; V2 = effort; Y = college admission.', 'step1': 'X->V2,X->Y,V2->Y', 'step2': 'Y_{X=0} = 0 | ', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = X\nY = X and V2', 'step5': 'Y = 0 = 0 and 0', 'end': '1'}"
271,neg_mediation-mediation-det-counterfactual-model195-spec1-q2,We know that smoking causes being hard-working. smoking and being hard-working causes college admission.,Would the student gets admitted to college if smoking instead of nonsmoking?,yes,"{'story_id': 'neg_mediation', 'graph_id': 'mediation', 'given_info': {}, 'formal_form': 'Y_{X=1} = 1 | ', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 1, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 195}","{'step0': 'Let X = smoking; V2 = effort; Y = college admission.', 'step1': 'X->V2,X->Y,V2->Y', 'step2': 'Y_{X=1} = 1 | ', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = X\nY = X and V2', 'step5': 'Y = 1 = 1 and 1', 'end': '1'}"
272,neg_mediation-mediation-det-counterfactual-model195-spec1-q3,We know that smoking causes being hard-working. smoking and being hard-working causes college admission.,Would the student gets rejected from college if smoking instead of nonsmoking?,no,"{'story_id': 'neg_mediation', 'graph_id': 'mediation', 'given_info': {}, 'formal_form': 'Y_{X=1} = 0 | ', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 0, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 195}","{'step0': 'Let X = smoking; V2 = effort; Y = college admission.', 'step1': 'X->V2,X->Y,V2->Y', 'step2': 'Y_{X=1} = 0 | ', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = X\nY = X and V2', 'step5': 'Y = 1 = 1 and 1', 'end': '0'}"
273,obesity_mortality-arrowhead-det-counterfactual-model196-spec0-q0,We know that obesity or smoker causes having diabetes. obesity or smoker or having diabetes causes long lifespan. We observed the person is a nonsmoker.,Would the person has a long lifespan if normal weight instead of obesity?,no,"{'story_id': 'obesity_mortality', 'graph_id': 'arrowhead', 'given_info': {'V2': 0}, 'formal_form': 'Y_{X=0} = 1 | V2=0', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 1, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 196}","{'step0': 'Let V2 = smoking; X = obesity; V3 = diabetes; Y = lifespan.', 'step1': 'X->V3,V2->V3,X->Y,V2->Y,V3->Y', 'step2': 'Y_{X=0} = 1 | V2=0', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 0\nV3 = X or V2\nY = X or V2 or V3', 'step5': 'Y = 0 = 0 or 0 or 0', 'end': '0'}"
274,obesity_mortality-arrowhead-det-counterfactual-model196-spec0-q1,We know that obesity or smoker causes having diabetes. obesity or smoker or having diabetes causes long lifespan. We observed the person is a nonsmoker.,Would the person has a short lifespan if normal weight instead of obesity?,yes,"{'story_id': 'obesity_mortality', 'graph_id': 'arrowhead', 'given_info': {'V2': 0}, 'formal_form': 'Y_{X=0} = 0 | V2=0', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 0, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 196}","{'step0': 'Let V2 = smoking; X = obesity; V3 = diabetes; Y = lifespan.', 'step1': 'X->V3,V2->V3,X->Y,V2->Y,V3->Y', 'step2': 'Y_{X=0} = 0 | V2=0', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 0\nV3 = X or V2\nY = X or V2 or V3', 'step5': 'Y = 0 = 0 or 0 or 0', 'end': '1'}"
275,obesity_mortality-arrowhead-det-counterfactual-model196-spec0-q2,We know that obesity or smoker causes having diabetes. obesity or smoker or having diabetes causes long lifespan. We observed the person is a nonsmoker.,Would the person has a long lifespan if obesity instead of normal weight?,yes,"{'story_id': 'obesity_mortality', 'graph_id': 'arrowhead', 'given_info': {'V2': 0}, 'formal_form': 'Y_{X=1} = 1 | V2=0', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 1, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 196}","{'step0': 'Let V2 = smoking; X = obesity; V3 = diabetes; Y = lifespan.', 'step1': 'X->V3,V2->V3,X->Y,V2->Y,V3->Y', 'step2': 'Y_{X=1} = 1 | V2=0', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 0\nV3 = X or V2\nY = X or V2 or V3', 'step5': 'Y = 1 = 1 or 0 or 1', 'end': '1'}"
276,obesity_mortality-arrowhead-det-counterfactual-model196-spec0-q3,We know that obesity or smoker causes having diabetes. obesity or smoker or having diabetes causes long lifespan. We observed the person is a nonsmoker.,Would the person has a short lifespan if obesity instead of normal weight?,no,"{'story_id': 'obesity_mortality', 'graph_id': 'arrowhead', 'given_info': {'V2': 0}, 'formal_form': 'Y_{X=1} = 0 | V2=0', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 0, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 196}","{'step0': 'Let V2 = smoking; X = obesity; V3 = diabetes; Y = lifespan.', 'step1': 'X->V3,V2->V3,X->Y,V2->Y,V3->Y', 'step2': 'Y_{X=1} = 0 | V2=0', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 0\nV3 = X or V2\nY = X or V2 or V3', 'step5': 'Y = 1 = 1 or 0 or 1', 'end': '0'}"
277,obesity_mortality-arrowhead-det-counterfactual-model196-spec0-q4,We know that obesity or smoker causes having diabetes. obesity or smoker or having diabetes causes long lifespan. We observed the person is a smoker.,Would the person has a long lifespan if normal weight instead of obesity?,yes,"{'story_id': 'obesity_mortality', 'graph_id': 'arrowhead', 'given_info': {'V2': 1}, 'formal_form': 'Y_{X=0} = 1 | V2=1', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 1, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 196}","{'step0': 'Let V2 = smoking; X = obesity; V3 = diabetes; Y = lifespan.', 'step1': 'X->V3,V2->V3,X->Y,V2->Y,V3->Y', 'step2': 'Y_{X=0} = 1 | V2=1', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 1\nV3 = X or V2\nY = X or V2 or V3', 'step5': 'Y = 1 = 0 or 1 or 1', 'end': '1'}"
278,obesity_mortality-arrowhead-det-counterfactual-model196-spec0-q5,We know that obesity or smoker causes having diabetes. obesity or smoker or having diabetes causes long lifespan. We observed the person is a smoker.,Would the person has a short lifespan if normal weight instead of obesity?,no,"{'story_id': 'obesity_mortality', 'graph_id': 'arrowhead', 'given_info': {'V2': 1}, 'formal_form': 'Y_{X=0} = 0 | V2=1', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 0, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 196}","{'step0': 'Let V2 = smoking; X = obesity; V3 = diabetes; Y = lifespan.', 'step1': 'X->V3,V2->V3,X->Y,V2->Y,V3->Y', 'step2': 'Y_{X=0} = 0 | V2=1', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 1\nV3 = X or V2\nY = X or V2 or V3', 'step5': 'Y = 1 = 0 or 1 or 1', 'end': '0'}"
279,obesity_mortality-arrowhead-det-counterfactual-model196-spec0-q6,We know that obesity or smoker causes having diabetes. obesity or smoker or having diabetes causes long lifespan. We observed the person is a smoker.,Would the person has a long lifespan if obesity instead of normal weight?,yes,"{'story_id': 'obesity_mortality', 'graph_id': 'arrowhead', 'given_info': {'V2': 1}, 'formal_form': 'Y_{X=1} = 1 | V2=1', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 1, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 196}","{'step0': 'Let V2 = smoking; X = obesity; V3 = diabetes; Y = lifespan.', 'step1': 'X->V3,V2->V3,X->Y,V2->Y,V3->Y', 'step2': 'Y_{X=1} = 1 | V2=1', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 1\nV3 = X or V2\nY = X or V2 or V3', 'step5': 'Y = 1 = 1 or 1 or 1', 'end': '1'}"
280,obesity_mortality-arrowhead-det-counterfactual-model196-spec0-q7,We know that obesity or smoker causes having diabetes. obesity or smoker or having diabetes causes long lifespan. We observed the person is a smoker.,Would the person has a short lifespan if obesity instead of normal weight?,no,"{'story_id': 'obesity_mortality', 'graph_id': 'arrowhead', 'given_info': {'V2': 1}, 'formal_form': 'Y_{X=1} = 0 | V2=1', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 0, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 196}","{'step0': 'Let V2 = smoking; X = obesity; V3 = diabetes; Y = lifespan.', 'step1': 'X->V3,V2->V3,X->Y,V2->Y,V3->Y', 'step2': 'Y_{X=1} = 0 | V2=1', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 1\nV3 = X or V2\nY = X or V2 or V3', 'step5': 'Y = 1 = 1 or 1 or 1', 'end': '0'}"
281,obesity_mortality-arrowhead-det-counterfactual-model197-spec1-q0,We know that obesity and smoker causes having diabetes. obesity and smoker and having diabetes causes long lifespan. We observed the person is a nonsmoker.,Would the person has a long lifespan if normal weight instead of obesity?,no,"{'story_id': 'obesity_mortality', 'graph_id': 'arrowhead', 'given_info': {'V2': 0}, 'formal_form': 'Y_{X=0} = 1 | V2=0', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 1, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 197}","{'step0': 'Let V2 = smoking; X = obesity; V3 = diabetes; Y = lifespan.', 'step1': 'X->V3,V2->V3,X->Y,V2->Y,V3->Y', 'step2': 'Y_{X=0} = 1 | V2=0', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 0\nV3 = X and V2\nY = X and V2 and V3', 'step5': 'Y = 0 = 0 and 0 and 0', 'end': '0'}"
282,obesity_mortality-arrowhead-det-counterfactual-model197-spec1-q1,We know that obesity and smoker causes having diabetes. obesity and smoker and having diabetes causes long lifespan. We observed the person is a nonsmoker.,Would the person has a short lifespan if normal weight instead of obesity?,yes,"{'story_id': 'obesity_mortality', 'graph_id': 'arrowhead', 'given_info': {'V2': 0}, 'formal_form': 'Y_{X=0} = 0 | V2=0', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 0, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 197}","{'step0': 'Let V2 = smoking; X = obesity; V3 = diabetes; Y = lifespan.', 'step1': 'X->V3,V2->V3,X->Y,V2->Y,V3->Y', 'step2': 'Y_{X=0} = 0 | V2=0', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 0\nV3 = X and V2\nY = X and V2 and V3', 'step5': 'Y = 0 = 0 and 0 and 0', 'end': '1'}"
283,obesity_mortality-arrowhead-det-counterfactual-model197-spec1-q2,We know that obesity and smoker causes having diabetes. obesity and smoker and having diabetes causes long lifespan. We observed the person is a nonsmoker.,Would the person has a long lifespan if obesity instead of normal weight?,no,"{'story_id': 'obesity_mortality', 'graph_id': 'arrowhead', 'given_info': {'V2': 0}, 'formal_form': 'Y_{X=1} = 1 | V2=0', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 1, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 197}","{'step0': 'Let V2 = smoking; X = obesity; V3 = diabetes; Y = lifespan.', 'step1': 'X->V3,V2->V3,X->Y,V2->Y,V3->Y', 'step2': 'Y_{X=1} = 1 | V2=0', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 0\nV3 = X and V2\nY = X and V2 and V3', 'step5': 'Y = 0 = 1 and 0 and 0', 'end': '0'}"
284,obesity_mortality-arrowhead-det-counterfactual-model197-spec1-q3,We know that obesity and smoker causes having diabetes. obesity and smoker and having diabetes causes long lifespan. We observed the person is a nonsmoker.,Would the person has a short lifespan if obesity instead of normal weight?,yes,"{'story_id': 'obesity_mortality', 'graph_id': 'arrowhead', 'given_info': {'V2': 0}, 'formal_form': 'Y_{X=1} = 0 | V2=0', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 0, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 197}","{'step0': 'Let V2 = smoking; X = obesity; V3 = diabetes; Y = lifespan.', 'step1': 'X->V3,V2->V3,X->Y,V2->Y,V3->Y', 'step2': 'Y_{X=1} = 0 | V2=0', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 0\nV3 = X and V2\nY = X and V2 and V3', 'step5': 'Y = 0 = 1 and 0 and 0', 'end': '1'}"
285,obesity_mortality-arrowhead-det-counterfactual-model197-spec1-q4,We know that obesity and smoker causes having diabetes. obesity and smoker and having diabetes causes long lifespan. We observed the person is a smoker.,Would the person has a long lifespan if normal weight instead of obesity?,no,"{'story_id': 'obesity_mortality', 'graph_id': 'arrowhead', 'given_info': {'V2': 1}, 'formal_form': 'Y_{X=0} = 1 | V2=1', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 1, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 197}","{'step0': 'Let V2 = smoking; X = obesity; V3 = diabetes; Y = lifespan.', 'step1': 'X->V3,V2->V3,X->Y,V2->Y,V3->Y', 'step2': 'Y_{X=0} = 1 | V2=1', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 1\nV3 = X and V2\nY = X and V2 and V3', 'step5': 'Y = 0 = 0 and 1 and 0', 'end': '0'}"
286,obesity_mortality-arrowhead-det-counterfactual-model197-spec1-q5,We know that obesity and smoker causes having diabetes. obesity and smoker and having diabetes causes long lifespan. We observed the person is a smoker.,Would the person has a short lifespan if normal weight instead of obesity?,yes,"{'story_id': 'obesity_mortality', 'graph_id': 'arrowhead', 'given_info': {'V2': 1}, 'formal_form': 'Y_{X=0} = 0 | V2=1', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 0, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 197}","{'step0': 'Let V2 = smoking; X = obesity; V3 = diabetes; Y = lifespan.', 'step1': 'X->V3,V2->V3,X->Y,V2->Y,V3->Y', 'step2': 'Y_{X=0} = 0 | V2=1', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 1\nV3 = X and V2\nY = X and V2 and V3', 'step5': 'Y = 0 = 0 and 1 and 0', 'end': '1'}"
287,obesity_mortality-arrowhead-det-counterfactual-model197-spec1-q6,We know that obesity and smoker causes having diabetes. obesity and smoker and having diabetes causes long lifespan. We observed the person is a smoker.,Would the person has a long lifespan if obesity instead of normal weight?,yes,"{'story_id': 'obesity_mortality', 'graph_id': 'arrowhead', 'given_info': {'V2': 1}, 'formal_form': 'Y_{X=1} = 1 | V2=1', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 1, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 197}","{'step0': 'Let V2 = smoking; X = obesity; V3 = diabetes; Y = lifespan.', 'step1': 'X->V3,V2->V3,X->Y,V2->Y,V3->Y', 'step2': 'Y_{X=1} = 1 | V2=1', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 1\nV3 = X and V2\nY = X and V2 and V3', 'step5': 'Y = 1 = 1 and 1 and 1', 'end': '1'}"
288,obesity_mortality-arrowhead-det-counterfactual-model197-spec1-q7,We know that obesity and smoker causes having diabetes. obesity and smoker and having diabetes causes long lifespan. We observed the person is a smoker.,Would the person has a short lifespan if obesity instead of normal weight?,no,"{'story_id': 'obesity_mortality', 'graph_id': 'arrowhead', 'given_info': {'V2': 1}, 'formal_form': 'Y_{X=1} = 0 | V2=1', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 0, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 197}","{'step0': 'Let V2 = smoking; X = obesity; V3 = diabetes; Y = lifespan.', 'step1': 'X->V3,V2->V3,X->Y,V2->Y,V3->Y', 'step2': 'Y_{X=1} = 0 | V2=1', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 1\nV3 = X and V2\nY = X and V2 and V3', 'step5': 'Y = 1 = 1 and 1 and 1', 'end': '0'}"
289,orange_scurvy-chain-det-counterfactual-model198-spec0-q0,"We know that citrus intake causes vitamin C deficiency, and we know that sufficient vitamin C causes scurvy.",Would the patient has scurvy if absence of citrus instead of citrus intake?,yes,"{'story_id': 'orange_scurvy', 'graph_id': 'chain', 'given_info': {}, 'formal_form': 'Y_{X=0} = 1 | ', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 1, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 198}","{'step0': 'Let X = eating citrus; V2 = vitmain C; Y = scurvy.', 'step1': 'X->V2,V2->Y', 'step2': 'Y_{X=0} = 1 | ', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = not X\nY = V2', 'step5': 'Y = [1] = 1', 'end': '1'}"
290,orange_scurvy-chain-det-counterfactual-model198-spec0-q1,"We know that citrus intake causes vitamin C deficiency, and we know that sufficient vitamin C causes scurvy.",Would the patient recovers from scurvy if absence of citrus instead of citrus intake?,no,"{'story_id': 'orange_scurvy', 'graph_id': 'chain', 'given_info': {}, 'formal_form': 'Y_{X=0} = 0 | ', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 0, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 198}","{'step0': 'Let X = eating citrus; V2 = vitmain C; Y = scurvy.', 'step1': 'X->V2,V2->Y', 'step2': 'Y_{X=0} = 0 | ', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = not X\nY = V2', 'step5': 'Y = [1] = 1', 'end': '0'}"
291,orange_scurvy-chain-det-counterfactual-model198-spec0-q2,"We know that citrus intake causes vitamin C deficiency, and we know that sufficient vitamin C causes scurvy.",Would the patient has scurvy if citrus intake instead of absence of citrus?,no,"{'story_id': 'orange_scurvy', 'graph_id': 'chain', 'given_info': {}, 'formal_form': 'Y_{X=1} = 1 | ', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 1, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 198}","{'step0': 'Let X = eating citrus; V2 = vitmain C; Y = scurvy.', 'step1': 'X->V2,V2->Y', 'step2': 'Y_{X=1} = 1 | ', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = not X\nY = V2', 'step5': 'Y = [0] = 0', 'end': '0'}"
292,orange_scurvy-chain-det-counterfactual-model198-spec0-q3,"We know that citrus intake causes vitamin C deficiency, and we know that sufficient vitamin C causes scurvy.",Would the patient recovers from scurvy if citrus intake instead of absence of citrus?,yes,"{'story_id': 'orange_scurvy', 'graph_id': 'chain', 'given_info': {}, 'formal_form': 'Y_{X=1} = 0 | ', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 0, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 198}","{'step0': 'Let X = eating citrus; V2 = vitmain C; Y = scurvy.', 'step1': 'X->V2,V2->Y', 'step2': 'Y_{X=1} = 0 | ', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = not X\nY = V2', 'step5': 'Y = [0] = 0', 'end': '1'}"
293,orange_scurvy-chain-det-counterfactual-model199-spec1-q0,"We know that citrus intake causes sufficient vitamin C, and we know that sufficient vitamin C causes no scurvy.",Would the patient has scurvy if absence of citrus instead of citrus intake?,yes,"{'story_id': 'orange_scurvy', 'graph_id': 'chain', 'given_info': {}, 'formal_form': 'Y_{X=0} = 1 | ', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 1, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 199}","{'step0': 'Let X = eating citrus; V2 = vitmain C; Y = scurvy.', 'step1': 'X->V2,V2->Y', 'step2': 'Y_{X=0} = 1 | ', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = X\nY = not V2', 'step5': 'Y = [1] = not 0', 'end': '1'}"
294,orange_scurvy-chain-det-counterfactual-model199-spec1-q1,"We know that citrus intake causes sufficient vitamin C, and we know that sufficient vitamin C causes no scurvy.",Would the patient recovers from scurvy if absence of citrus instead of citrus intake?,no,"{'story_id': 'orange_scurvy', 'graph_id': 'chain', 'given_info': {}, 'formal_form': 'Y_{X=0} = 0 | ', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 0, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 199}","{'step0': 'Let X = eating citrus; V2 = vitmain C; Y = scurvy.', 'step1': 'X->V2,V2->Y', 'step2': 'Y_{X=0} = 0 | ', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = X\nY = not V2', 'step5': 'Y = [1] = not 0', 'end': '0'}"
295,orange_scurvy-chain-det-counterfactual-model199-spec1-q2,"We know that citrus intake causes sufficient vitamin C, and we know that sufficient vitamin C causes no scurvy.",Would the patient has scurvy if citrus intake instead of absence of citrus?,no,"{'story_id': 'orange_scurvy', 'graph_id': 'chain', 'given_info': {}, 'formal_form': 'Y_{X=1} = 1 | ', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 1, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 199}","{'step0': 'Let X = eating citrus; V2 = vitmain C; Y = scurvy.', 'step1': 'X->V2,V2->Y', 'step2': 'Y_{X=1} = 1 | ', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = X\nY = not V2', 'step5': 'Y = [0] = not 1', 'end': '0'}"
296,orange_scurvy-chain-det-counterfactual-model199-spec1-q3,"We know that citrus intake causes sufficient vitamin C, and we know that sufficient vitamin C causes no scurvy.",Would the patient recovers from scurvy if citrus intake instead of absence of citrus?,yes,"{'story_id': 'orange_scurvy', 'graph_id': 'chain', 'given_info': {}, 'formal_form': 'Y_{X=1} = 0 | ', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 0, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 199}","{'step0': 'Let X = eating citrus; V2 = vitmain C; Y = scurvy.', 'step1': 'X->V2,V2->Y', 'step2': 'Y_{X=1} = 0 | ', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = X\nY = not V2', 'step5': 'Y = [0] = not 1', 'end': '1'}"
297,price-IV-det-counterfactual-model200-spec0-q0,We know that increased demand or increased yield per acre causes increased supply. increased demand or increased supply causes increased price. We observed the farm has a reduced yield per acre and the demand is low.,Would there is an increased price if reduced supply instead of increased supply?,no,"{'story_id': 'price', 'graph_id': 'IV', 'given_info': {'V2': 0, 'V1': 0}, 'formal_form': 'Y_{X=0} = 1 | V2=0, V1=0', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 1, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 200}","{'step0': 'Let V2 = yield per acre; V1 = demand; X = supply; Y = price.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=0} = 1 | V2=0, V1=0', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 0\nV1 = 0\nX = V1 or V2\nY = V1 or X', 'step5': 'Y = 0 = 0 or 0', 'end': '0'}"
298,price-IV-det-counterfactual-model200-spec0-q1,We know that increased demand or increased yield per acre causes increased supply. increased demand or increased supply causes increased price. We observed the farm has a reduced yield per acre and the demand is low.,Would there is a reduced price if reduced supply instead of increased supply?,yes,"{'story_id': 'price', 'graph_id': 'IV', 'given_info': {'V2': 0, 'V1': 0}, 'formal_form': 'Y_{X=0} = 0 | V2=0, V1=0', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 0, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 200}","{'step0': 'Let V2 = yield per acre; V1 = demand; X = supply; Y = price.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=0} = 0 | V2=0, V1=0', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 0\nV1 = 0\nX = V1 or V2\nY = V1 or X', 'step5': 'Y = 0 = 0 or 0', 'end': '1'}"
